,delta_time,longitude,latitude,heights,class,utm_x,utm_y,elapsed_seconds,qGIS_Surface_Type
688,144088548.34048986,-77.69242300808659,85.6644182982836,-0.024186833,other,578217.5714565393,9520258.687331976,1225.5803897685748,ice
689,144088548.34108245,-77.6926527104631,85.66438464592515,-0.044221364,other,578216.2639181366,9520254.666484782,1225.5252740560293,ice
690,144088548.34165525,-77.69287466032927,85.66435212490201,-0.04704883,other,578215.0005600377,9520250.780855613,1225.4701583434835,ice
691,144088548.34232643,-77.69313467343831,85.66431402663964,-0.003077995,other,578213.5205068579,9520246.228858778,1225.415042630938,pond
692,144088548.3434658,-77.69357602238334,85.66424935294852,0.20553575,other,578211.0082540646,9520238.501675831,1225.359926918392,pond
693,144088548.3444481,-77.69395636261035,85.66419364931747,0.22062695,other,578208.8426431216,9520231.845960671,1225.3048112058464,ice
694,144088548.34527475,-77.69427648918285,85.66414678227969,0.051868383,other,578207.0194941598,9520226.245920608,1225.2496954933008,ice
695,144088548.34613925,-77.69461112204614,85.6640977744766,0.021743767,other,578205.1139728698,9520220.390249314,1225.1945797807552,ice
696,144088548.3471614,-77.69500637435597,85.66403986106587,0.02208373,other,578202.8636772878,9520213.470761793,1225.1394640682097,ice
697,144088548.34809825,-77.69536914022493,85.66398678979603,-0.020409828,other,578200.7967779185,9520207.129057018,1225.084348355664,ice
698,144088548.34887263,-77.6956684967196,85.66394293668391,-0.07750742,other,578199.0921537379,9520201.889416495,1225.029232643118,ice
699,144088548.35002428,-77.69611160192223,85.6638777641869,0.0013132393,other,578196.5735918982,9520194.104939507,1224.9741169305723,ice
700,144088548.35113266,-77.69653721931246,85.66381509614632,0.0054723453,other,578194.1555382243,9520186.620241383,1224.9190012180268,pond
701,144088548.35205686,-77.69689186690715,85.66376286215538,-0.074146636,other,578192.1408828618,9520180.381875347,1224.8638855054812,ice
702,144088548.35279104,-77.69717331895198,85.66372138585609,-0.11448093,other,578190.5423899246,9520175.42852885,1224.8087697929354,ice
703,144088548.35350505,-77.69744696293324,85.66368104275891,-0.120560445,other,578188.9885115507,9520170.610681154,1224.75365408039,ice
704,144088548.35444525,-77.69780686385579,85.66362794559849,-0.09601588,other,578186.9454296075,9520164.270069638,1224.698538367844,ice
705,144088548.35548207,-77.69820349093224,85.66356940292951,-0.010248354,other,578184.6942619652,9520157.279440114,1224.6434226552983,ice
706,144088548.35663763,-77.6986451558054,85.66350419387553,0.009185825,other,578182.1876978374,9520149.492954591,1224.5883069427528,ice
707,144088548.35741052,-77.69894058110884,85.66346056483243,-0.069000795,other,578180.51122155,9520144.283406282,1224.5331912302067,ice
708,144088548.35809126,-77.69920046208098,85.66342216200368,-0.08651357,other,578179.0368239792,9520139.698112966,1224.4780755176614,ice
709,144088548.3591087,-77.6995885643899,85.6633647643744,0.0029871818,other,578176.8357600349,9520132.845286025,1224.4229598051156,ice
710,144088548.3602828,-77.70003616227959,85.66329853618025,0.21081887,other,578174.297733486,9520124.938459327,1224.36784409257,ice
711,144088548.36167702,-77.70056726946639,85.66321988444379,0.616044,other,578171.2872372638,9520115.54904716,1224.3127283800245,ice
712,144088548.36283028,-77.70100659635261,85.66315483628321,0.98266506,other,578168.7966441417,9520107.783526989,1224.2576126674787,pond
713,144088548.3639982,-77.70145170662299,85.66308899886944,0.34255302,other,578166.27194152,9520099.92317915,1224.2024969549327,pond
714,144088548.36475176,-77.70173899486673,85.66304652834262,-0.12451933,other,578164.6419422249,9520094.8524045,1224.1473812423872,ice
715,144088548.36545843,-77.70200810783099,85.66300668129713,-0.18539315,other,578163.1161612846,9520090.095448324,1224.0922655298416,ice
716,144088548.3660333,-77.7022270066295,85.66297425832877,-0.17864758,other,578161.8752449014,9520086.22488568,1224.037149817296,ice
717,144088548.36731872,-77.70271633002808,85.66290176571506,-0.09249803,other,578159.1014799897,9520077.571066253,1223.9820341047505,ice
718,144088548.36843085,-77.70313996125044,85.66283899979699,-0.09977642,other,578156.700080511,9520070.078433769,1223.9269183922047,ice
719,144088548.36945063,-77.70352812008606,85.66278146510847,-0.072751194,other,578154.5001059608,9520063.210507736,1223.871802679659,ice
720,144088548.37137264,-77.70425978600683,85.6626730524399,0.20036371,other,578150.3523001492,9520050.268938988,1223.8166869671136,ice
721,144088548.3724846,-77.70468345978897,85.66261029019125,0.1560911,other,578147.9500925529,9520042.776687434,1223.7615712545676,ice
722,144088548.37343293,-77.7050447088734,85.66255677236674,0.08095287,other,578145.9018005886,9520036.38802574,1223.7064555420216,lead
723,144088548.3742107,-77.70534126840526,85.66251284675148,-0.03556332,other,578144.2200863888,9520031.14435443,1223.6513398294765,ice
724,144088548.3748811,-77.70559695441483,85.66247498091754,-0.11046192,other,578142.7700112391,9520026.624027902,1223.596224116931,ice
725,144088548.375563,-77.70585718922534,85.66243644646302,-0.07971546,other,578141.2940081367,9520022.023840472,1223.5411084043849,pond
726,144088548.37664583,-77.70627062670167,85.66237522967194,-0.073158965,other,578138.9489271807,9520014.715845952,1223.485992691839,ice
727,144088548.37772864,-77.70668418220835,85.66231399225697,-0.10088426,other,578136.6031320733,9520007.405427326,1223.4308769792935,ice
728,144088548.37865067,-77.7070366333871,85.66226182034173,-0.1350215,other,578134.6035430486,9520001.177079534,1223.3757612667475,ice
729,144088548.37961632,-77.70740602530569,85.66220715126585,-0.14092454,other,578132.5075749456,9519994.650528124,1223.3206455542022,ice
730,144088548.38072336,-77.7078297271375,85.66214441952779,0.020917352,other,578130.1037955286,9519987.161670905,1223.2655298416564,ice
731,144088548.38182113,-77.70825014235811,85.66208219600249,0.074265845,other,578127.7181684512,9519979.73329456,1223.2104141291109,ice
732,144088548.38278547,-77.70861972939494,85.66202750662761,0.084414095,other,578125.620673539,9519973.204264704,1223.155298416565,ice
733,144088548.38393855,-77.70906213916682,85.66196205199286,0.057292443,other,578123.1095947697,9519965.389948145,1223.1001827040195,ice
734,144088548.38484266,-77.7094091520318,85.66191072181897,0.0130510405,other,578121.1397112657,9519959.261794653,1223.0450669914735,ice
735,144088548.38592005,-77.70982298220044,85.66184951776317,-0.116908394,other,578118.7902586379,9519951.954747217,1222.989951278928,ice
736,144088548.38676283,-77.71014691874144,85.66180160948201,-0.19594459,other,578116.951076916,9519946.235058377,1222.9348355663824,ice
737,144088548.38732448,-77.71036279055573,85.6617696719604,-0.20920236,other,578115.7256132264,9519942.42219916,1222.8797198538368,ice
738,144088548.38788927,-77.71057956372718,85.66173758739082,-0.19063783,other,578114.4952510949,9519938.59191298,1222.824604141291,ice
739,144088548.3886808,-77.71088336967996,85.66169260095762,-0.15024635,other,578112.7712232942,9519933.221579447,1222.7694884287455,ice
740,144088548.38937026,-77.7111488391125,85.6616533330094,0.0013920199,other,578111.2639510813,9519928.53352058,1222.7143727161997,ice
741,144088548.39034858,-77.71152666463708,85.66159752223078,0.21065654,other,578109.1172964119,9519921.86977373,1222.659257003654,ice
742,144088548.39156702,-77.71199751722871,85.66152797775878,0.25547087,other,578106.4418394272,9519913.566176882,1222.6041412911084,ice
743,144088548.39290044,-77.71251281223577,85.66145187869033,0.11586793,other,578103.5135329043,9519904.479888467,1222.5490255785628,ice
744,144088548.3937571,-77.7128438445679,85.66140298885212,0.023846053,other,578101.6323174259,9519898.642436596,1222.493909866017,ice
745,144088548.39450368,-77.71313230830492,85.66136037619107,-0.021841975,other,578099.993136135,9519893.554574708,1222.4387941534717,ice
746,144088548.39535108,-77.71345945799821,85.66131200211811,-0.016887382,other,578098.1349018126,9519887.779246686,1222.3836784409257,ice
747,144088548.39669898,-77.71397946328581,85.66123507063537,0.069483176,other,578095.1818357186,9519878.594866997,1222.32856272838,ice
748,144088548.3977999,-77.71440382898479,85.66117225163423,0.12511112,other,578092.7724411339,9519871.095638877,1222.2734470158343,ice
749,144088548.3988737,-77.71481746963578,85.66111099913078,-0.077347994,other,578090.4242165595,9519863.783619892,1222.2183313032888,ice
750,144088548.39956552,-77.71508367306755,85.66107155203899,-0.14102791,other,578088.9134252076,9519859.074877825,1222.1632155907428,ice
751,144088548.40009245,-77.71528621541316,85.66104151662347,-0.15164052,other,578087.764296186,9519855.489797063,1222.1080998781972,ice
752,144088548.40088722,-77.71559150598483,85.66099622367116,-0.09532162,other,578086.0325501065,9519850.083744176,1222.0529841656517,pond
753,144088548.40163344,-77.71587804460424,85.66095370296202,-0.14565198,other,578084.4072992889,9519845.008673504,1221.997868453106,ice
754,144088548.4024505,-77.71619119998688,85.66090718914725,0.329046,other,578082.6318003836,9519839.457406413,1221.9427527405603,ice
755,144088548.40333465,-77.71652985425331,85.6608568721731,0.116522014,other,578080.7119474907,9519833.452394906,1221.8876370280143,ice
756,144088548.40434793,-77.71691734943407,85.66079924537797,0.26735193,other,578078.5160820222,9519826.575495545,1221.8325213154687,ice
757,144088548.4055168,-77.71736358653504,85.66073282188432,0.22125584,other,578075.9883184545,9519818.649406884,1221.7774056029232,ice
758,144088548.40688363,-77.71788448254102,85.6606552201453,0.21296608,other,578073.0386594589,9519809.39006376,1221.7222898903776,ice
759,144088548.40826032,-77.71840892913384,85.66057707719794,0.2958331,other,578070.0689514176,9519800.066270448,1221.6671741778318,ice
760,144088548.4095433,-77.71889558889751,85.66050442068591,0.24451858,other,578067.3156495646,9519791.39842749,1221.6120584652865,ice
761,144088548.41060346,-77.71929546689714,85.66044456391892,0.012529915,other,578065.0560233202,9519784.259013364,1221.5569427527405,ice
762,144088548.41127384,-77.71954799829909,85.66040673697316,-0.06594464,other,578063.6294415675,9519779.747447016,1221.5018270401947,ice
763,144088548.41194656,-77.71980124233862,85.66036879762746,-0.08821158,other,578062.198897193,9519775.222529488,1221.4467113276492,ice
764,144088548.41279948,-77.72012187687318,85.66032072189581,-0.029965598,other,578060.388342261,9519769.489045186,1221.3915956151036,ice
765,144088548.41390687,-77.72053774411458,85.66025834069013,0.015215179,other,578058.0404097079,9519762.049744884,1221.3364799025576,ice
766,144088548.41514975,-77.72100416548643,85.66018835636619,-0.03485303,other,578055.4072883065,9519753.703921665,1221.2813641900125,ice
767,144088548.41609564,-77.72135881769277,85.66013513124572,-0.08737709,other,578053.4052595586,9519747.356788816,1221.2262484774665,ice
768,144088548.41734073,-77.72182545267897,85.66006507987805,-0.09664482,other,578050.7713305469,9519739.003307125,1221.171132764921,ice
769,144088548.4183139,-77.72219006676124,85.66001035098,-0.10479009,other,578048.7130425031,9519732.47694238,1221.1160170523751,pond
770,144088548.41910443,-77.72248624345154,85.65996591177361,-0.11128223,other,578047.0407242833,9519727.177462377,1221.0609013398296,ice
771,144088548.42013675,-77.722873098217,85.65990786315278,-0.084837064,other,578044.8563948452,9519720.255069036,1221.0057856272836,ice
772,144088548.42129183,-77.72330595531659,85.65984292122937,-0.030862061,other,578042.4120422534,9519712.51056147,1220.9506699147382,ice
773,144088548.42294934,-77.7239275472961,85.65974972531961,0.043768547,other,578038.9005895733,9519701.39614138,1220.8955542021924,ice
774,144088548.42409858,-77.72435889028898,85.65968510886566,0.15183444,other,578036.4627504492,9519693.689580545,1220.8404384896469,ice
775,144088548.42538247,-77.72484127986691,85.65961288036276,0.32989007,other,578033.7356513203,9519685.074854547,1220.785322777101,ice
776,144088548.4265214,-77.7252695465271,85.65954879664558,0.5631156,other,578031.3136748614,9519677.431199731,1220.730207064555,ice
777,144088548.42752078,-77.72564558583694,85.65949258259809,0.6031445,other,578029.185989098,9519670.725720389,1220.6750913520095,ice
778,144088548.4284728,-77.72600412106141,85.65943905664707,0.5653183,other,578027.1559839553,9519664.34024808,1220.619975639464,ice
779,144088548.42944336,-77.72637088176165,85.65938439181576,0.18560237,other,578025.0777285104,9519657.818107449,1220.5648599269184,ice
780,144088548.43024346,-77.72667431053999,85.65933922718638,0.18581218,other,578023.3571943121,9519652.428901792,1220.5097442143726,ice
781,144088548.4312587,-77.72705983972817,85.65928188214028,0.2582156,other,578021.1703284467,9519645.58592691,1220.454628501827,ice
782,144088548.43248948,-77.72752796973185,85.65921233799543,0.2712891,other,578018.5132356668,9519637.286449544,1220.3995127892813,ice
783,144088548.43362403,-77.72796008557171,85.65914822407036,0.054411378,other,578016.0590066713,9519629.634299343,1220.3443970767355,ice
784,144088548.4344688,-77.72828215289255,85.65910049025163,-0.07595582,other,578014.2288006555,9519623.936684724,1220.28928136419,pond
785,144088548.43531382,-77.72860479117303,85.65905270780547,-0.12955178,other,578012.3946427429,9519618.23294158,1220.2341656516444,ice
786,144088548.43630102,-77.72898194856698,85.65899688262236,-0.12878883,other,578010.249907444,9519611.568863168,1220.1790499390986,ice
787,144088548.4371472,-77.72930554267505,85.65894902646961,-0.12716782,other,578008.4089645764,9519605.855711732,1220.123934226553,ice
788,144088548.43816087,-77.72969348111046,85.65889170107859,-0.0709376,other,578006.2010460603,9519599.011685483,1220.0688185140073,ice
789,144088548.43960497,-77.73024695568803,85.65881000020866,-0.02385696,other,578003.0493020768,9519589.256719682,1220.0137028014617,ice
790,144088548.4405404,-77.7306058816534,85.65875705995944,-0.019860078,other,578001.0045516538,9519582.935348991,1219.958587088916,ice
791,144088548.441692,-77.73104798046666,85.65869192739265,-0.022680424,other,577998.4845212178,9519575.157461124,1219.9034713763704,ice
792,144088548.44240895,-77.73132356153369,85.65865136573503,-0.09493222,other,577996.9129177225,9519570.313389564,1219.8483556638243,ice
793,144088548.44305184,-77.731570661527,85.658615018608,-0.1690562,other,577995.503296338,9519565.972433662,1219.793239951279,ice
794,144088548.44352615,-77.73175307842193,85.6585881862792,-0.1915113,other,577994.462642488,9519562.767834758,1219.7381242387332,ice
795,144088548.4439911,-77.7319319576795,85.658561878221,-0.20321381,other,577993.4420811113,9519559.625815444,1219.6830085261877,ice
796,144088548.44451195,-77.73213230611553,85.65853241975134,-0.1706323,other,577992.2988818758,9519556.107473312,1219.627892813642,ice
797,144088548.44528797,-77.73243097477777,85.65848852470425,-0.08789131,other,577990.594258601,9519550.86473223,1219.572777101096,ice
798,144088548.4463181,-77.73282758150668,85.65843026831568,0.03897246,other,577988.3299988541,9519543.90640684,1219.5176613885503,ice
799,144088548.44732723,-77.73321628725773,85.65837321062146,0.043848395,other,577986.1100728736,9519537.090913014,1219.4625456760048,ice
800,144088548.44815433,-77.73353535184428,85.65832638542989,0.033986233,other,577984.2876277737,9519531.497597149,1219.4074299634594,ice
801,144088548.44909975,-77.73389975199846,85.65827293159262,0.049130045,other,577982.205717371,9519525.112261236,1219.3523142509134,ice
802,144088548.4505638,-77.73446302610957,85.65819033913374,0.20619841,other,577978.9868234807,9519515.245864855,1219.2971985383676,pond
803,144088548.45150733,-77.73482621459614,85.65813712711481,0.20384909,other,577976.9104894035,9519508.888840724,1219.2420828258223,pond
804,144088548.45236623,-77.73515691473249,85.65808869776025,-0.019457407,other,577975.0194160899,9519503.102978224,1219.1869671132763,pond
805,144088548.4532034,-77.73547916223345,85.65804150519591,-0.18183637,other,577973.1766355444,9519497.464890735,1219.1318514007305,pond
806,144088548.4538513,-77.73572849186182,85.65800498530673,-0.20458236,other,577971.7509037871,9519493.101925517,1219.0767356881852,ice
807,144088548.45438853,-77.73593534567742,85.65797467492273,-0.21365476,other,577970.5682476906,9519489.480912644,1219.0216199756392,ice
808,144088548.45493472,-77.73614554345271,85.65794386577537,-0.13970461,other,577969.366604519,9519485.800398905,1218.9665042630938,ice
809,144088548.45624533,-77.73664996489586,85.65786994273209,-0.019299539,other,577966.4826603308,9519476.969331907,1218.911388550548,pond
810,144088548.4575588,-77.73715556139126,85.65779585201312,-0.11198642,other,577963.5917671289,9519468.118205786,1218.8562728380025,ice
811,144088548.45855603,-77.73753948536722,85.65773956586395,-0.16536087,other,577961.3969278053,9519461.394318456,1218.8011571254567,pond
812,144088548.45913193,-77.73776099167377,85.65770707458675,-0.16654378,other,577960.1308688608,9519457.513101809,1218.7460414129112,ice
813,144088548.45976165,-77.73800321553674,85.6576715383907,-0.16010721,other,577958.7464695617,9519453.268215615,1218.6909257003651,ice
814,144088548.46048975,-77.73828339082294,85.65763042960067,-0.093907386,other,577957.145207102,9519448.357717833,1218.6358099878198,ice
815,144088548.46127883,-77.73858698883939,85.65758586449158,-0.011973295,other,577955.4103780916,9519443.034544464,1218.580694275274,ice
816,144088548.46252525,-77.73906637244873,85.65751543895149,0.083905555,other,577952.6719788361,9519434.6229534,1218.5255785627285,ice
817,144088548.46387467,-77.73958520694124,85.65743918101565,0.037941605,other,577949.7087287735,9519425.515097084,1218.470462850183,ice
818,144088548.46497473,-77.74000810064102,85.65737698350921,-0.09880873,other,577947.294046399,9519418.086934388,1218.4153471376371,ice
819,144088548.4656873,-77.74028200238087,85.65733667775652,-0.14996013,other,577945.7304207799,9519413.27347616,1218.3602314250911,pond
820,144088548.4664047,-77.74055753242905,85.65729609192107,-0.18417957,other,577944.1581800985,9519408.426946623,1218.3051157125456,pond
821,144088548.4670345,-77.74079960036615,85.6572604285461,-0.21368967,other,577942.7769625173,9519404.168292912,1218.25,ice
822,144088548.467756,-77.74107626736507,85.65721962117367,-0.18345606,other,577941.1991181416,9519399.295814311,1218.1948842874542,ice
823,144088548.46865228,-77.7414199837342,85.65716889154382,-0.09265357,other,577939.2394114122,9519393.238905784,1218.1397685749089,ice
824,144088548.46997175,-77.74192683657182,85.6570940572311,0.07676628,other,577936.3499369172,9519384.304258391,1218.0846528623629,ice
825,144088548.47097895,-77.7423141978431,85.65703683328253,0.10433145,other,577934.1421322331,9519377.47245749,1218.029537149817,ice
826,144088548.47176048,-77.74261451290019,85.65699243850202,0.13115388,other,577932.4309318402,9519372.172574308,1217.9744214372715,ice
827,144088548.47276032,-77.7429985567269,85.65693561816623,0.058884375,other,577930.2434282108,9519365.389767593,1217.919305724726,pond
828,144088548.4740685,-77.7435007595057,85.65686123770573,0.0027964693,other,577927.384162827,9519356.511487003,1217.86419001218,ice
829,144088548.4749799,-77.74385024224803,85.65680942884396,-0.019170258,other,577925.3951639824,9519350.32786503,1217.8090742996346,pond
830,144088548.47585893,-77.74418721581281,85.65675944269088,-0.1141945,other,577923.4778574271,9519344.362087833,1217.7539585870888,ice
831,144088548.47641975,-77.74440194351763,85.65672757284045,-0.17677823,other,577922.2563809409,9519340.558628753,1217.6988428745433,ice
832,144088548.4768116,-77.74455190394963,85.65670530294983,-0.23680304,other,577921.4035452373,9519337.900980664,1217.6437271619975,pond
833,144088548.4772024,-77.74470157700547,85.65668306252864,-0.19636115,other,577920.5525670524,9519335.246971209,1217.588611449452,pond
834,144088548.47759405,-77.74485139023378,85.65666079878771,-0.2005623,other,577919.7008231836,9519332.590202875,1217.533495736906,pond
835,144088548.4779989,-77.74500625189462,85.65663777418574,-0.19644198,other,577918.8205531333,9519329.842737868,1217.4783800243606,pond
836,144088548.47837955,-77.74515179242536,85.65661612673534,-0.18968111,other,577917.9934093696,9519327.259685235,1217.4232643118148,pond
837,144088548.47880062,-77.74531266408493,85.65659218605428,-0.18459179,other,577917.079351322,9519324.403114945,1217.3681485992695,pond
838,144088548.47920728,-77.74546784168508,85.65656909278688,-0.20364556,other,577916.1976312326,9519321.647657923,1217.3130328867237,ice
839,144088548.47958955,-77.74561385704375,85.65654735104401,-0.21712853,other,577915.3681725619,9519319.053573346,1217.2579171741777,ice
840,144088548.47998008,-77.74576297935914,85.656525144859,-0.22152397,other,577914.5210838305,9519316.404092211,1217.2028014616324,ice
841,144088548.4804133,-77.74592823083881,85.65650052388774,-0.22940627,other,577913.5825898664,9519313.466615591,1217.1476857490863,ice
842,144088548.48096675,-77.74613926735134,85.65646907617823,-0.20129484,other,577912.3841433245,9519309.71470438,1217.0925700365403,ice
843,144088548.48159927,-77.74638024637842,85.65643312543398,-0.081353925,other,577911.01636152,9519305.42592979,1217.0374543239952,ice
844,144088548.48265424,-77.74678194117519,85.65637315812063,0.13316445,other,577908.7370061594,9519298.272448506,1216.9823386114494,pond
845,144088548.48364803,-77.74715994399821,85.65631672778906,0.090057135,other,577906.5919973911,9519291.54089942,1216.927222898904,ice
846,144088548.48431873,-77.74741502243725,85.65627865402753,-0.08084224,other,577905.1443823344,9519286.999049464,1216.872107186358,ice
847,144088548.48494673,-77.74765369365481,85.65624300974385,-0.13872358,other,577903.7901952916,9519282.747194247,1216.8169914738123,ice
848,144088548.48575512,-77.74796061236694,85.65619713864801,-0.06453212,other,577902.0493475045,9519277.275742872,1216.7618757612668,ice
849,144088548.48667777,-77.74831075526401,85.65614478740359,-0.008202582,other,577900.0636207191,9519271.031534327,1216.7067600487208,ice
850,144088548.4876097,-77.74866469745481,85.65609190416022,0.07014218,other,577898.0556277006,9519264.72355112,1216.6516443361754,ice
851,144088548.48883736,-77.7491303874947,85.65602228793523,0.19517626,other,577895.4142035383,9519256.419977007,1216.5965286236296,ice
852,144088548.48984465,-77.7495106807724,85.6559652691379,0.23489037,other,577893.26007635,9519249.620516265,1216.541412911084,ice
853,144088548.4909565,-77.74992899145033,85.65590240136896,0.3127342,other,577890.8931684116,9519242.124923753,1216.4862971985383,ice
854,144088548.49203214,-77.75033363027674,85.65584160884414,0.3952939,other,577888.6031522864,9519234.876581956,1216.4311814859927,ice
855,144088548.4932061,-77.75077542364298,85.65577528414624,0.36182374,other,577886.1018584517,9519226.968194304,1216.3760657734467,ice
856,144088548.4944296,-77.75123588129239,85.6557062039075,0.1496627,other,577883.4939374509,9519218.730834384,1216.3209500609012,ice
857,144088548.4953954,-77.75159964986918,85.65565168177123,-0.03060358,other,577881.4326141488,9519212.228966769,1216.2658343483556,ice
858,144088548.49624398,-77.7519194972797,85.6556037781189,-0.08008851,other,577879.6194725554,9519206.516050344,1216.21071863581,ice
859,144088548.4969355,-77.75218020999209,85.6555647489702,-0.1200625,other,577878.1411867659,9519201.861335818,1216.1556029232645,ice
860,144088548.49755117,-77.75241254828937,85.655530000458,-0.13105005,other,577876.8231651863,9519197.71684556,1216.1004872107187,pond
861,144088548.498397,-77.75273197585014,85.65548226808569,-0.12196341,other,577875.0103088253,9519192.023388326,1216.0453714981727,ice
862,144088548.4994088,-77.75311455208984,85.65542516190933,-0.15734038,other,577872.8378634123,9519185.21127514,1215.9902557856271,ice
863,144088548.49997735,-77.75332972237821,85.65539308547184,-0.1593551,other,577871.6152461852,9519181.384550048,1215.9351400730816,ice
864,144088548.50072223,-77.7536120482086,85.65535104453123,-0.13013846,other,577870.0101679643,9519176.368637104,1215.880024360536,ice
865,144088548.50156555,-77.75393195504198,85.65530344896531,-0.104094744,other,577868.1906339161,9519170.689627776,1215.8249086479902,ice
866,144088548.50269267,-77.75436019164151,85.65523984044877,-0.07905248,other,577865.7529917333,9519163.099043151,1215.769792935445,pond
867,144088548.50374392,-77.75476041238606,85.65518048800266,-0.0077771274,other,577863.4730310135,9519156.015492177,1215.714677222899,ice
868,144088548.5050957,-77.75527607554696,85.65510416216179,0.054052815,other,577860.5326599921,9519146.904885955,1215.6595615103531,ice
869,144088548.50623947,-77.75571344680131,85.65503954857438,0.063885175,other,577858.0363793607,9519139.191185568,1215.6044457978076,ice
870,144088548.5072807,-77.75611196657165,85.65498071386656,0.09009914,other,577855.7610411512,9519132.167028094,1215.5493300852615,ice
871,144088548.50836733,-77.7565280325765,85.65491930557243,0.06745354,other,577853.3851223284,9519124.83547008,1215.4942143727162,ice
872,144088548.5095395,-77.7569796413513,85.65485302847242,0.07857068,other,577850.7993802077,9519116.919172576,1215.4390986601704,ice
873,144088548.51101592,-77.75755342462381,85.65476947952318,0.16616112,other,577847.502169821,9519106.933822514,1215.3839829476249,ice
874,144088548.51206392,-77.75796137203945,85.65471013696892,0.15795113,other,577845.1567545828,9519099.840961687,1215.328867235079,ice
875,144088548.5131853,-77.75839837859672,85.65464662340558,0.15165044,other,577842.6431585763,9519092.249052629,1215.2737515225335,pond
876,144088548.5143391,-77.7588486871283,85.65458120843023,0.051446036,other,577840.0523656334,9519084.429577803,1215.2186358099875,ice
877,144088548.5153018,-77.75922437878852,85.6545266411822,-0.03221685,other,577837.8906317597,9519077.906732593,1215.1635200974424,ice
878,144088548.51609534,-77.75953419890482,85.65448162827043,-0.077159025,other,577836.1080970337,9519072.526119724,1215.1084043848964,ice
879,144088548.51724723,-77.7599839180318,85.65441623826514,-0.012376051,other,577833.5214825815,9519064.710223636,1215.0532886723506,ice
880,144088548.51866335,-77.76053640113302,85.65433581254005,0.16685839,other,577830.3453215552,9519055.098035114,1214.9981729598053,ice
881,144088548.5199282,-77.76102951880407,85.6542639335388,0.44506925,other,577827.5119967698,9519046.508219728,1214.9430572472595,ice
882,144088548.52096125,-77.76143212220387,85.65420519579787,0.36355743,other,577825.1995764739,9519039.48933297,1214.8879415347135,ice
883,144088548.5220483,-77.76185528314637,85.65414336704782,0.31682038,other,577822.7706187991,9519032.101946644,1214.832825822168,ice
884,144088548.52333528,-77.76235536949602,85.65407013980358,0.3162222,other,577819.9028099703,9519023.354136867,1214.7777101096224,ice
885,144088548.5246789,-77.76287651063011,85.65399365927652,0.20083675,other,577816.9171465979,9519014.219275532,1214.7225943970768,ice
886,144088548.5259741,-77.76337762201571,85.65391991509166,0.089234844,other,577814.0497154155,9519005.413132591,1214.667478684531,ice
887,144088548.52721113,-77.76385530129535,85.6538494492354,0.06853408,other,577811.3192658948,9518997.000047345,1214.6123629719857,ice
888,144088548.52832875,-77.76428694716105,85.65378580515757,-0.005603115,other,577808.8512758481,9518989.401155785,1214.5572472594397,ice
889,144088548.52918944,-77.76461810443645,85.65373677297667,-0.07763288,other,577806.9614245349,9518983.548762748,1214.502131546894,ice
890,144088548.52976063,-77.76483604843038,85.65370417929577,-0.12845264,other,577805.7234174976,9518979.661408065,1214.4470158343483,pond
891,144088548.53042993,-77.76509069250741,85.65366597613105,-0.10224615,other,577804.279064974,9518975.10612484,1214.3919001218028,pond
892,144088548.53153166,-77.76550898984269,85.65360309997561,-0.03413417,other,577801.908537668,9518967.609971993,1214.336784409257,ice
893,144088548.53252548,-77.76588575279501,85.65354637191653,-0.025205107,other,577799.7749988497,9518960.847665591,1214.2816686967112,ice
894,144088548.53340453,-77.76621831200843,85.65349621178912,0.14037311,other,577797.8932733206,9518954.86908869,1214.2265529841657,ice
895,144088548.53457877,-77.76666189926166,85.6534292159743,0.22956803,other,577795.3848066764,9518946.884679342,1214.17143727162,ice
896,144088548.53588316,-77.76715395973987,85.65335483107174,0.13223594,other,577792.6033034009,9518938.020277595,1214.1163215590743,ice
897,144088548.5371201,-77.7676197450382,85.65328433756338,0.1456551,other,577789.9716331665,9518929.620344574,1214.0612058465283,ice
898,144088548.5381059,-77.7679906169973,85.65322817509026,0.09863874,other,577787.8767238873,9518922.928390209,1214.0060901339828,pond
899,144088548.53906482,-77.76835110701305,85.6531735832187,0.07786825,other,577785.8404064515,9518916.423599374,1213.9509744214372,ice
900,144088548.54050124,-77.7688906781015,85.65309186334686,0.0035443613,other,577782.7925069025,9518906.68651016,1213.8958587088916,ice
901,144088548.54179657,-77.76937695233411,85.65301822854752,0.009197038,other,577780.0452831232,9518897.912669756,1213.840742996346,ice
902,144088548.54298803,-77.76982414834032,85.65295055073697,0.037037842,other,577777.5180013074,9518889.848282697,1213.7856272838003,ice
903,144088548.54415983,-77.77026394023352,85.65288406492081,0.06674078,other,577775.0311688288,9518881.925302723,1213.7305115712545,ice
904,144088548.54547903,-77.77075933819611,85.65280927471454,0.109019555,other,577772.2279487225,9518873.011805074,1213.6753958587087,ice
905,144088548.54694855,-77.77131143903243,85.65272606284097,0.2035257,other,577769.1012220033,9518863.09338391,1213.6202801461632,ice
906,144088548.54823095,-77.77179297827958,85.65265349219555,0.31694067,other,577766.3738464504,9518854.44329818,1213.5651644336176,ice
907,144088548.5495221,-77.7722793578609,85.6525805382895,0.34027895,other,577763.6127329649,9518845.744432548,1213.5100487210718,ice
