,Unnamed: 0.1,Unnamed: 0,beam_fb_confidence,beam_fb_height,beam_fb_quality_flag,beam_fb_sigma,beam_refsurf_ndx,delta_time,geoseg_beg,geoseg_end,height_segment_id,latitude,longitude,seg_dist_x,utm_x,utm_y
5987,5987,39701,0.012105426,0.20933379,1,0.009605013,48,144088547.68148068,522325,522325,40856,85.70165347854591,-77.43803452079459,10463953.751901891,579647.273302141,9524709.627884086
5988,5988,39702,0.023524381,0.20105582,1,0.013453235,48,144088547.68250605,522325,522326,40857,85.70159540117538,-77.43843356243228,10463961.048646608,579645.0541865784,9524702.679843895
5989,5989,39703,0.023671262,0.2334036,1,0.018791832,48,144088547.68381065,522325,522326,40858,85.70152150146262,-77.43894139975838,10463970.33355233,579642.2296895924,9524693.838807505
5990,5990,39704,0.016539518,0.23191597,1,0.019164119,48,144088547.6851778,522326,522327,40859,85.70144407491625,-77.43947375485625,10463980.062644703,579639.2679106557,9524684.575460069
5991,5991,39705,0.015894026,0.19144395,1,0.01618751,48,144088547.6865868,522326,522327,40860,85.70136427888255,-77.44002271750958,10463990.090726191,579636.2127125893,9524675.028203197
5992,5992,39706,0.014759256,0.14986153,1,0.012759052,48,144088547.68753606,522327,522328,40861,85.70131051290709,-77.44039256800542,10463996.847364737,579634.1543449212,9524668.595391488
5993,5993,39707,0.0097065065,0.16984385,1,0.01562556,48,144088547.68866572,522327,522328,40862,85.70124653908704,-77.44083285097624,10464004.887846593,579631.7033135993,9524660.940978387
5994,5994,39708,0.010867825,0.27161205,1,0.017866531,48,144088547.68977553,522328,522328,40863,85.70118371875017,-77.44126578473333,10464012.785453346,579629.2915017115,9524653.423771286
5995,5995,39709,0.013472743,0.32001352,1,0.01998659,48,144088547.6911167,522328,522329,40864,85.70110786032741,-77.44178934877411,10464022.325394558,579626.3725721225,9524644.345336825
5996,5996,39710,0.00993163,0.24558099,1,0.01817167,48,144088547.69215924,522328,522329,40865,85.70104890209537,-77.4421965158929,10464029.740945363,579624.1018004273,9524637.289118985
5997,5997,39711,0.014143428,0.16743854,1,0.019753259,48,144088547.69382015,522329,522330,40866,85.70095498747695,-77.44284563720142,10464041.555193065,579620.4799936279,9524626.048526408
5998,5998,39712,0.015615759,0.19561142,1,0.023033796,48,144088547.69493398,522329,522330,40867,85.70089200423645,-77.44328114844822,10464049.479132364,579618.0494114708,9524618.509854186
5999,5999,39713,0.020915838,0.21533231,1,0.019079383,48,144088547.69591278,522330,522331,40868,85.70083667091669,-77.4436638292539,10464056.440731589,579615.9134066079,9524611.886741966
6000,6000,39714,0.02433785,0.23637278,1,0.013328166,48,144088547.6972703,522330,522331,40869,85.70075993727663,-77.44419478841664,10464066.096086,579612.9488815969,9524602.701752745
6001,6001,39715,0.024372388,0.2289528,1,0.015266007,48,144088547.69895315,522331,522332,40870,85.70066479494693,-77.44485340338379,10464078.068966404,579609.2706452043,9524591.312886564
6002,6002,39716,0.019586297,0.21737164,1,0.022334972,48,144088547.7000773,522331,522332,40871,85.70060126007104,-77.44529337672438,10464086.064891718,579606.8129171166,9524583.707334911
6003,6003,39717,0.021529432,0.26570013,1,0.023795284,48,144088547.70133266,522332,522333,40872,85.70053030165985,-77.44578482874584,10464094.995364225,579604.0673020165,9524575.213049034
6004,6004,39718,0.019237075,0.2672482,1,0.015495414,48,144088547.7027231,522332,522333,40873,85.7004517097191,-77.44632919414273,10464104.886748789,579601.0257927241,9524565.804922204
6005,6005,39719,0.022967761,0.2563901,1,0.016216647,48,144088547.7041549,522333,522334,40874,85.70037079069422,-77.44688969873931,10464115.071208503,579597.893875375,9524556.118210709
6006,6006,39720,0.020739676,0.21087553,1,0.012994576,48,144088547.70536575,522333,522334,40875,85.70030235948651,-77.4473637279793,10464123.684041576,579595.2449472784,9524547.926378312
6007,6007,39721,0.019631708,0.16726005,1,0.015046815,48,144088547.70652384,522334,522334,40876,85.70023690248036,-77.4478170873671,10464131.922224317,579592.7115825957,9524540.090688651
6008,6008,39722,0.020978102,0.14862028,1,0.01421948,48,144088547.70766404,522334,522335,40877,85.70017247391694,-77.4482631254877,10464140.030300882,579590.219541843,9524532.378396098
6009,6009,39723,0.011211117,0.13154471,1,0.0131289065,48,144088547.70847246,522334,522335,40878,85.70012678163178,-77.44857931006266,10464145.780120963,579588.4533110529,9524526.909095956
6010,6010,39724,0.013191454,0.123144165,1,0.013478067,48,144088547.70937973,522335,522335,40879,85.70007551063276,-77.44893419246527,10464152.231976204,579586.4705917935,9524520.77190793
6011,6011,39725,0.025629738,0.07203843,1,0.012252222,48,144088547.71039242,522335,522336,40880,85.70001824650159,-77.44933089549271,10464159.439518968,579584.2532334412,9524513.916875662
6012,6012,39726,0.027733322,0.08717187,1,0.011934858,48,144088547.7115653,522335,522336,40881,85.6999519170596,-77.44979020138358,10464167.787464911,579581.6863728319,9524505.976928389
6013,6013,39727,0.027021833,0.08645384,1,0.01429294,48,144088547.71230337,522336,522336,40882,85.69991018061711,-77.45007908812967,10464173.039506976,579580.0721737952,9524500.981053872
6014,6014,39728,0.029554153,0.068999544,1,0.014609591,48,144088547.71281368,522336,522336,40883,85.69988131392859,-77.45027879571397,10464176.671553412,579578.9565122216,9524497.52583502
6015,6015,39729,0.023934629,0.05922632,1,0.012132323,48,144088547.713362,522336,522337,40884,85.69985031294497,-77.45049321674941,10464180.57247117,579577.7587679462,9524493.815224746
6016,6016,39730,0.01866325,0.07253373,1,0.012862457,48,144088547.71400028,522336,522337,40885,85.69981422551882,-77.4507427266759,10464185.113071272,579576.3652310611,9524489.495931648
6017,6017,39731,0.018403228,0.10481618,1,0.017924262,48,144088547.71483287,522337,522337,40886,85.69976715505578,-77.45106805081,10464191.034551913,579574.54853889,9524483.86225728
6018,6018,39732,0.012091504,0.27231142,1,0.025510112,48,144088547.71587294,522337,522338,40887,85.69970835549856,-77.45147412789417,10464198.4305048,579572.2816492121,9524476.82521432
6019,6019,39733,0.012881992,0.4510343,1,0.020689966,48,144088547.71705773,522337,522338,40888,85.6996413751521,-77.4519363371296,10464206.854281204,579569.7022676291,9524468.80962309
6020,6020,39734,0.01798639,0.5743848,1,0.01830477,48,144088547.71842295,522338,522339,40889,85.6995642130049,-77.45246830383665,10464216.556510678,579566.7347958772,9524459.576278877
6021,6021,39735,0.01794489,0.6039804,1,0.013073156,48,144088547.71978578,522338,522339,40890,85.69948720483336,-77.45299865830731,10464226.237325776,579563.7776292994,9524450.362136656
6022,6022,39736,0.020656206,0.62268066,1,0.0155695,48,144088547.72124267,522339,522340,40891,85.69940489614241,-77.45356487968559,10464236.582134211,579560.6220044277,9524440.514678331
6023,6023,39737,0.010298213,0.5250379,1,0.014175816,48,144088547.7227022,522339,522340,40892,85.69932246370117,-77.45413140484638,10464246.940297984,579557.4659695252,9524430.653188951
6024,6024,39738,0.0154839475,0.4047414,1,0.017113334,48,144088547.72398642,522340,522341,40893,85.69924996585526,-77.45462919135207,10464256.048393613,579554.6939557564,9524421.980840228
6025,6025,39739,0.020080779,0.24197024,1,0.0221922,48,144088547.72511515,522340,522341,40894,85.6991862605987,-77.45506626874102,10464264.050683351,579552.2607993507,9524414.360757291
6026,6026,39740,0.0347843,0.14335881,1,0.018650174,48,144088547.72586402,522341,522341,40895,85.69914400549001,-77.45535596051967,10464269.357761169,579550.6486448396,9524409.306733266
6027,6027,39741,0.04137498,0.1292203,1,0.015108357,48,144088547.72652596,522341,522341,40896,85.69910665713832,-77.45561177443092,10464274.047233349,579549.2256237507,9524404.839927085
6028,6028,39742,0.021797653,0.15814802,1,0.023360342,48,144088547.72740826,522341,522342,40897,85.69905687276088,-77.45595265357949,10464280.29830933,579547.3296567539,9524398.885954224
6029,6029,39743,0.010718809,0.33930838,1,0.021588247,48,144088547.72843528,522341,522342,40898,85.69899893625694,-77.45634958279885,10464287.57398598,579545.1212298321,9524391.956712874
6030,6030,39744,0.015282137,0.29518497,1,0.020397585,48,144088547.72935444,522342,522342,40899,85.69894711063208,-77.45670386334673,10464294.078752672,579543.1521211475,9524385.759426355
6031,6031,39745,0.023512855,0.2979365,1,0.024403011,48,144088547.73035106,522342,522343,40900,85.69889094935685,-77.45708613507121,10464301.121787349,579541.0318022138,9524379.045972466
6032,6032,39746,0.027400116,0.3276873,1,0.017237043,48,144088547.7313389,522342,522343,40901,85.69883528902726,-77.45746472910966,10464308.101085318,579538.9325239208,9524372.392779116
6033,6033,39747,0.030933475,0.27856186,1,0.017467419,48,144088547.73209128,522343,522343,40902,85.69879289894075,-77.45775305165846,10464313.416051496,579537.333763042,9524367.325822506
6034,6034,39748,0.031126421,0.26847607,1,0.016404746,48,144088547.7328302,522343,522344,40903,85.69875129376848,-77.45803595836547,10464318.63253318,579535.7651950195,9524362.35279878
6035,6035,39749,0.0075883903,0.3950761,2,0.023194358,48,144088547.73378778,522343,522344,40904,85.69869736075243,-77.45840263367816,10464325.394674389,579533.7322623705,9524355.906327004
6036,6036,39750,0.009439073,0.52934796,1,0.030127173,48,144088547.7349702,522344,522344,40905,85.69863078723068,-77.4588554162746,10464333.741864948,579531.2213656509,9524347.948745342
6037,6037,39751,0.015497237,0.39026737,1,0.023878705,48,144088547.73603112,522344,522345,40906,85.69857108041926,-77.45926171872773,10464341.22932712,579528.9675185317,9524340.811647922
6038,6038,39752,0.01295689,0.42750973,1,0.019179307,48,144088547.73690575,522344,522345,40907,85.69852187842295,-77.45959663437512,10464347.399884203,579527.1093305323,9524334.930121738
6039,6039,39753,0.009085083,0.6216236,1,0.028156605,48,144088547.7380121,522345,522346,40908,85.6984596097161,-77.46002058874312,10464355.20902402,579524.756785465,9524327.486499902
6040,6040,39754,0.0080262385,0.73547256,1,0.036482155,48,144088547.73910117,522345,522346,40909,85.6983983408838,-77.46043800009923,10464362.894248549,579522.4397275804,9524320.162045892
6041,6041,39755,0.007952664,0.8169753,2,0.03948301,48,144088547.74006304,522346,522346,40910,85.69834424298746,-77.46080697603807,10464369.681667697,579520.3903165167,9524313.694277588
6042,6042,39756,0.009541936,0.74431753,1,0.027309233,48,144088547.74107653,522346,522347,40911,85.69828725790079,-77.46119609892769,10464376.832698625,579518.2276858957,9524306.88070409
6043,6043,39757,0.008822847,0.5093992,2,0.028357193,48,144088547.7420795,522346,522347,40912,85.69823087270139,-77.46158171652742,10464383.911112295,579516.0828520907,9524300.138047146
6044,6044,39758,0.009192844,0.31201074,1,0.02417019,48,144088547.74322802,522347,522347,40913,85.698166308648,-77.46202365661995,10464392.017586265,579513.6235962088,9524292.416819178
6045,6045,39759,0.014261369,0.17032176,1,0.01951729,48,144088547.7443051,522347,522348,40914,85.69810577430624,-77.46243845774674,10464399.619937535,579511.3140584751,9524285.176899184
6046,6046,39760,0.024757503,0.03665434,1,0.010587727,48,144088547.74498165,522347,522348,40915,85.69806774966403,-77.46269931226522,10464404.396683805,579509.860815956,9524280.628737094
6047,6047,39761,0.036069978,0.0,1,0.008407606,48,144088547.745411,522348,522348,40916,85.69804362403264,-77.46286493562576,10464407.427814445,579508.937776164,9524277.742886748
6048,6048,39762,0.024489978,0.0,1,0.0073658726,48,144088547.74590185,522348,522348,40917,85.69801603664138,-77.46305436604588,10464410.893708983,579507.8819243069,9524274.442892618
6049,6049,39763,0.029436057,0.0,1,0.0074743936,48,144088547.74634528,522348,522348,40918,85.6979911031617,-77.46322566207093,10464414.026538182,579506.926893687,9524271.460237078
6050,6050,39764,0.029488616,0.0013651699,1,0.007642163,48,144088547.74688688,522348,522348,40919,85.69796067623065,-77.46343487190835,10464417.850288384,579505.7599932414,9524267.82019248
6051,6051,39765,0.02791959,0.025028422,1,0.009940873,48,144088547.74738026,522348,522349,40920,85.6979329315631,-77.46362577978674,10464421.338044548,579504.6947748973,9524264.500840427
6052,6052,39766,0.02051599,0.09800793,1,0.015717868,48,144088547.7481703,522348,522349,40921,85.69788853417883,-77.463930442014,10464426.9158392,579502.9970197476,9524259.190323267
6053,6053,39767,0.021743339,0.09397058,1,0.011639825,48,144088547.74910477,522349,522349,40922,85.69783600446652,-77.46429203060794,10464433.51892295,579500.978954284,9524252.90552648
6054,6054,39768,0.026946915,0.088112816,1,0.013768926,48,144088547.74988168,522349,522350,40923,85.69779236581034,-77.4645946107347,10464439.01315185,579499.2842862337,9524247.68144993
6055,6055,39769,0.02621182,0.089021906,1,0.013234068,48,144088547.75063884,522349,522350,40924,85.69774980293904,-77.4648902850394,10464444.374295,579497.6267725735,9524242.585396657
6056,6056,39770,0.020101255,0.077445075,1,0.016365832,48,144088547.7514943,522350,522350,40925,85.69770173566224,-77.4652243520403,10464450.42906972,579495.7535623577,9524236.83009196
6057,6057,39771,0.0112183895,0.23757194,1,0.019909533,48,144088547.7522867,522350,522351,40926,85.6976572067632,-77.46553399036834,10464456.03852223,579494.0168407699,9524231.498232272
6058,6058,39772,0.012923591,0.26909554,1,0.018065602,48,144088547.7533662,522350,522351,40927,85.6975965308535,-77.46595637853213,10464463.684446355,579491.6463864197,9524224.232299482
6059,6059,39773,0.010615465,0.111100286,1,0.017274853,48,144088547.75467926,522351,522352,40928,85.69752274128608,-77.4664703984802,10464472.98408147,579488.7606458516,9524215.395546254
6060,6060,39774,0.0340307,0.04545103,1,0.012043423,48,144088547.75736862,522351,522353,40929,85.6973715504004,-77.46752385122093,10464492.039390571,579482.8453502845,9524197.289203033
6061,6061,39775,0.024738396,0.056621328,1,0.009432631,48,144088547.76035294,522352,522354,40930,85.69720372909423,-77.46869279702393,10464513.189351896,579476.2818100078,9524177.191828305
6062,6062,39776,0.036594972,0.079113945,1,0.0104696425,48,144088547.76119632,522353,522354,40931,85.69715627815077,-77.46902306830478,10464519.16873005,579474.4278670046,9524171.509710228
6063,6063,39777,0.037583474,0.047486708,1,0.0106114615,48,144088547.76168957,522353,522354,40932,85.69712855543209,-77.469215953286,10464522.66185573,579473.3452906987,9524168.190095035
6064,6064,39778,0.05043672,0.011395052,1,0.013234777,48,144088547.7621664,522353,522354,40933,85.69710171374791,-77.46940260430488,10464526.043725226,579472.297958082,9524164.97612374
6065,6065,39779,0.03810456,0.0097563565,1,0.01443057,48,144088547.76267105,522354,522354,40934,85.69707332165979,-77.46959999909093,10464529.620373672,579471.1904175521,9524161.576563776
6066,6066,39780,0.030779878,0.020632818,1,0.0101790195,48,144088547.76325542,522354,522354,40935,85.69704042118197,-77.46982854316258,10464533.764107002,579469.9085942488,9524157.63745888
6067,6067,39781,0.02376305,0.027766898,1,0.011204376,48,144088547.76382393,522354,522354,40936,85.69700841532433,-77.47005068590401,10464537.7944504,579468.6631407014,9524153.805726005
6068,6068,39782,0.026528709,0.046457097,1,0.010680099,48,144088547.7642619,522354,522355,40937,85.69698376787856,-77.47022170903398,10464540.898554048,579467.7043974665,9524150.855007231
6069,6069,39783,0.04056134,0.058990717,1,0.012606022,48,144088547.7647318,522354,522355,40938,85.69695730008883,-77.47040525161582,10464544.231489502,579466.6757485612,9524147.686518222
6070,6070,39784,0.029171042,0.09896341,1,0.040669303,48,144088547.76530546,522355,522355,40939,85.69692500092638,-77.47062893014588,10464548.297105424,579465.4229378202,9524143.820369188
6071,6071,39785,0.007991296,0.42351538,2,0.03171817,48,144088547.76726696,522355,522356,40941,85.69681455618266,-77.47139365343749,10464562.198639616,579461.1398934036,9524130.600540144
6072,6072,39786,0.008039802,0.46839708,3,0.024866842,48,144088547.76831886,522356,522356,40942,85.69675530832912,-77.47180404525413,10464569.65696894,579458.8408215438,9524123.508584764
6073,6073,39787,0.009285239,0.33398223,1,0.027390383,48,144088547.76940632,522356,522357,40943,85.69669405901838,-77.47222686890308,10464577.361278169,579456.4758123561,9524116.179044511
6074,6074,39788,0.012893707,0.10920912,1,0.0235966,48,144088547.77023834,522356,522357,40944,85.69664714061373,-77.47254844419321,10464583.254494147,579454.6832404208,9524110.567656524
6075,6075,39789,0.03265438,0.15338755,1,0.02309412,48,144088547.77105236,522357,522357,40945,85.69660121042945,-77.47286272970835,10464589.02164933,579452.9326349029,9524105.07517805
6076,6076,39790,0.010453926,0.3367588,1,0.046372086,48,144088547.7730636,522357,522358,40947,85.69648775872275,-77.47363811339996,10464603.262817804,579448.6159182441,9524091.509567143
6077,6077,39791,0.009300166,0.44294646,1,0.038776845,48,144088547.7739646,522358,522358,40948,85.69643691356374,-77.47398539874948,10464609.644626103,579446.682976528,9524085.430233316
6078,6078,39792,0.008727769,0.6968017,2,0.026760114,48,144088547.77505857,522358,522359,40949,85.69637518507695,-77.47440634079987,10464617.389538491,579444.3418094824,9524078.050574817
6079,6079,39793,0.013898985,0.7838192,1,0.023617163,48,144088547.7764255,522358,522359,40950,85.69629803198251,-77.47493212780039,10464627.06871059,579441.4182936877,9524068.827381706
6080,6080,39794,0.013994513,0.8272598,1,0.026128668,48,144088547.7774294,522359,522360,40951,85.69624137613046,-77.47531813846244,10464634.175943192,579439.2721133209,9524062.054646056
6081,6081,39795,0.010293499,0.7949475,1,0.029059315,48,144088547.7786138,522359,522360,40952,85.69617452121796,-77.47577344554644,10464642.56210574,579436.7410595235,9524054.06297318
6082,6082,39796,0.009996539,0.59325844,1,0.027506469,48,144088547.7796228,522360,522360,40953,85.69611757553594,-77.4761612562047,10464649.70528116,579434.5851519,9524047.255848683
6083,6083,39797,0.011245773,0.39515936,1,0.027647607,48,144088547.78044662,522360,522360,40954,85.69607107439316,-77.47647793410025,10464655.537822384,579432.8246277819,9524041.697245084
6084,6084,39798,0.012437742,0.313864,1,0.027745327,48,144088547.78138423,522360,522361,40955,85.6960181557336,-77.47683827680707,10464662.175847258,579430.8213899111,9524035.371571552
6085,6085,39799,0.01821064,0.28132692,1,0.0260526,48,144088547.78217795,522360,522361,40956,85.69597334240916,-77.477143432139,10464667.79721228,579429.1248800947,9524030.014774004
6086,6086,39800,0.031212205,0.24130008,1,0.021345695,48,144088547.78283948,522361,522361,40957,85.69593600344753,-77.47739783181994,10464672.481135055,579427.7101232603,9524025.551239384
6087,6087,39801,0.035419814,0.21745765,1,0.011369919,48,144088547.78350222,522361,522361,40958,85.69589859475485,-77.47765262686131,10464677.173437202,579426.2933452402,9524021.07948254
6088,6088,39802,0.046869773,0.21708,1,0.013863826,48,144088547.78406066,522361,522362,40959,85.69586707118381,-77.47786737463825,10464681.12822302,579425.0991188257,9524017.311172204
6089,6089,39803,0.024008358,0.22474615,1,0.006195949,48,144088547.78470165,522361,522362,40960,85.6958308711297,-77.47811408950432,10464685.67012283,579423.7267917872,9524012.9836891
6090,6090,39804,0.025246002,0.22636667,1,0.0062011513,48,144088547.78525826,522362,522362,40961,85.69579944432498,-77.47832830329827,10464689.61290892,579422.5351383152,9524009.226778006
6091,6091,39805,0.05649232,0.19885293,1,0.011366709,48,144088547.78584066,522362,522362,40962,85.69576657368987,-77.47855242380108,10464693.736923834,579421.2881697426,9524005.297176884
6092,6092,39806,0.057750203,0.16986501,1,0.011353713,48,144088547.78625357,522362,522362,40963,85.69574325312539,-77.47871145114314,10464696.6628454,579420.4032920287,9524002.509234045
6093,6093,39807,0.03364748,0.21488869,1,0.007569152,48,144088547.78676665,522362,522363,40964,85.6957142938579,-77.47890898035249,10464700.296830336,579419.3040209076,9523999.047123652
6094,6094,39808,0.028657837,0.26801744,1,0.010910868,48,144088547.7877223,522362,522363,40965,85.6956603188589,-77.47927694581429,10464707.069191797,579417.2567176295,9523992.594630582
6095,6095,39809,0.013419965,0.3461117,1,0.018357486,48,144088547.78919974,522363,522364,40966,85.69557690737595,-77.47984659493908,10464717.53831978,579414.0844048177,9523982.621748446
6096,6096,39810,0.011777531,0.28031617,1,0.02019983,48,144088547.79010454,522363,522364,40967,85.69552587104229,-77.48019648712454,10464723.949418267,579412.1321719098,9523976.5178672
6097,6097,39811,0.02990084,0.1518048,1,0.014905427,48,144088547.7907289,522364,522364,40968,85.69549065731003,-77.48043834151832,10464728.374650776,579410.7815206414,9523972.305747436
6098,6098,39812,0.044526167,0.15350696,1,0.013078926,48,144088547.79126525,522364,522364,40969,85.69546042011349,-77.48064611604757,10464732.174514296,579409.6208954903,9523968.688764416
6099,6099,39813,0.05500143,0.21219835,1,0.0061588497,48,144088547.79241547,522364,522365,40970,85.69539554088695,-77.48109224196914,10464740.329746095,579407.12793007,9523960.927471008
6100,6100,39814,0.09152378,0.16806358,1,0.0076565184,48,144088547.79315382,522364,522365,40971,85.69535391680647,-77.48137859066823,10464745.562461285,579405.5273928056,9523955.947940266
6101,6101,39815,0.099321105,0.17570871,1,0.00733617,48,144088547.79341146,522365,522365,40972,85.69533938529878,-77.48147859867501,10464747.38921813,579404.9682829478,9523954.209467107
6102,6102,39816,0.10208267,0.18454142,1,0.00861513,48,144088547.79409036,522365,522365,40973,85.69530107202522,-77.48174234508649,10464752.205845855,579403.4935570227,9523949.625775998
6103,6103,39817,0.11079206,0.14001475,1,0.012552587,48,144088547.79444304,522365,522365,40974,85.69528119914206,-77.48187915102227,10464754.704230024,579402.7285912987,9523947.248239225
6104,6104,39818,0.13246036,0.1892103,1,0.008651146,48,144088547.7947512,522365,522365,40975,85.6952637924653,-77.48199899690557,10464756.892636633,579402.05840403,9523945.165729249
6105,6105,39819,0.13703524,0.19329087,1,0.009914072,48,144088547.79513586,522365,522366,40976,85.69524209281244,-77.48214842491132,10464759.620998329,579401.2227133919,9523942.569580551
6106,6106,39820,0.13139547,0.17743854,1,0.0095039215,48,144088547.7955502,522365,522366,40977,85.69521871714734,-77.4823094211455,10464762.560649728,579400.3222399092,9523939.772877706
6107,6107,39821,0.115027085,0.17515236,1,0.0085624,48,144088547.79594553,522366,522366,40978,85.69519642754017,-77.48246299304795,10464765.363966951,579399.4631287173,9523937.106036834
6108,6108,39822,0.07861013,0.16040938,1,0.009480996,48,144088547.79632688,522366,522366,40979,85.69517490544568,-77.48261131475314,10464768.07031975,579398.6332740202,9523934.530973896
6109,6109,39823,0.035145983,0.14744793,1,0.005940315,48,144088547.7967798,522366,522366,40980,85.69514932935307,-77.48278755427559,10464771.286375834,579397.6472588725,9523931.470890673
6110,6110,39824,0.03150657,0.19458678,1,0.0064242603,48,144088547.79717883,522366,522366,40981,85.69512682227233,-77.48294269594089,10464774.116717614,579396.7791321652,9523928.7779353
6111,6111,39825,0.0335366,0.17736745,1,0.0062779393,48,144088547.79763827,522366,522366,40982,85.69510087725992,-77.48312148626657,10464777.379190288,579395.77878826,9523925.673703304
6112,6112,39826,0.032505408,0.18351425,1,0.0063597756,48,144088547.79810563,522366,522367,40983,85.69507449361319,-77.48330335038548,10464780.697484538,579394.7610906904,9523922.516921269
6113,6113,39827,0.042448126,0.18433602,1,0.0058332547,48,144088547.7985048,522366,522367,40984,85.69505195314362,-77.4834587214536,10464783.532570451,579393.8916357595,9523919.819976095
6114,6114,39828,0.07094261,0.18968615,1,0.00805925,48,144088547.79888305,522367,522367,40985,85.69503059316884,-77.48360598016235,10464786.219139634,579393.0674984171,9523917.264242884
